,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,final_grade
374,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,18.666666666666668
375,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8.666666666666666
376,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,14.666666666666666
377,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,9.0
378,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15.0
379,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10.0
380,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,14.333333333333334
381,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,6.666666666666667
382,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,10.666666666666666
383,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,3.6666666666666665
384,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,5.333333333333333
385,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,9.666666666666666
386,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,5.666666666666667
387,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,4.0
388,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,8.0
389,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,3.6666666666666665
390,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9.0
391,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,15.333333333333334
392,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,8.333333333333334
393,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11.0
394,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8.666666666666666
